Article_Title,Author,Year,Description,Revue,Volume,Number,Pages
Laminar mixed convection of humid air in a vertical channel with evaporation or condensation at the wall,B Benhamou,2004,"International Journal of Thermal Sciences 43 (6), 531-539, 2004",International Journal of Thermal Sciences,43,6,531-539
Laminar mixed convection of humid air in a vertical channel with evaporation or condensation at the wall,N Galanis,2004,"International Journal of Thermal Sciences 43 (6), 531-539, 2004",International Journal of Thermal Sciences,43,6,531-539
Laminar mixed convection of humid air in a vertical channel with evaporation or condensation at the wall,J Orfi,2004,"International Journal of Thermal Sciences 43 (6), 531-539, 2004",International Journal of Thermal Sciences,43,6,531-539
Laminar mixed convection of humid air in a vertical channel with evaporation or condensation at the wall,Brahim Benhamou,2004,"International Journal of Thermal Sciences 43 (6), 531-539, 2004",International Journal of Thermal Sciences,43,6,531-539
Moisture content influence on the thermal conductivity of insulating building materials made from date palm fibers mesh,L Boukhattem,2017,"Construction and Building Materials 148, 811-823, 2017",Construction and Building Materials,148,,811-823
Moisture content influence on the thermal conductivity of insulating building materials made from date palm fibers mesh,M Boumhaout,2017,"Construction and Building Materials 148, 811-823, 2017",Construction and Building Materials,148,,811-823
Moisture content influence on the thermal conductivity of insulating building materials made from date palm fibers mesh,H Hamdi,2017,"Construction and Building Materials 148, 811-823, 2017",Construction and Building Materials,148,,811-823
Moisture content influence on the thermal conductivity of insulating building materials made from date palm fibers mesh,B Benhamou,2017,"Construction and Building Materials 148, 811-823, 2017",Construction and Building Materials,148,,811-823
Moisture content influence on the thermal conductivity of insulating building materials made from date palm fibers mesh,FA Nouh,2017,"Construction and Building Materials 148, 811-823, 2017",Construction and Building Materials,148,,811-823
Moisture content influence on the thermal conductivity of insulating building materials made from date palm fibers mesh,Brahim Benhamou,2017,"Construction and Building Materials 148, 811-823, 2017",Construction and Building Materials,148,,811-823
Buoyancy effects on upward and downward laminar mixed convection heat and mass transfer in a vertical channel,Y Azizi,2007,"International Journal of Numerical Methods for Heat & Fluid Flow, 2007","International Journal of Numerical Methods for Heat & Fluid Flow,",,,
Buoyancy effects on upward and downward laminar mixed convection heat and mass transfer in a vertical channel,B Benhamou,2007,"International Journal of Numerical Methods for Heat & Fluid Flow, 2007","International Journal of Numerical Methods for Heat & Fluid Flow,",,,
Buoyancy effects on upward and downward laminar mixed convection heat and mass transfer in a vertical channel,N Galanis,2007,"International Journal of Numerical Methods for Heat & Fluid Flow, 2007","International Journal of Numerical Methods for Heat & Fluid Flow,",,,
Buoyancy effects on upward and downward laminar mixed convection heat and mass transfer in a vertical channel,M El‐Ganaoui,2007,"International Journal of Numerical Methods for Heat & Fluid Flow, 2007","International Journal of Numerical Methods for Heat & Fluid Flow,",,,
Buoyancy effects on upward and downward laminar mixed convection heat and mass transfer in a vertical channel,Brahim Benhamou,2007,"International Journal of Numerical Methods for Heat & Fluid Flow, 2007","International Journal of Numerical Methods for Heat & Fluid Flow,",,,
Experimental and numerical study of mixed convection heat and mass transfer in a vertical channel with film evaporation,AS Cherif,2011,"International Journal of Thermal Sciences 50 (6), 942-953, 2011",International Journal of Thermal Sciences,50,6,942-953
Experimental and numerical study of mixed convection heat and mass transfer in a vertical channel with film evaporation,MA Kassim,2011,"International Journal of Thermal Sciences 50 (6), 942-953, 2011",International Journal of Thermal Sciences,50,6,942-953
Experimental and numerical study of mixed convection heat and mass transfer in a vertical channel with film evaporation,B Benhamou,2011,"International Journal of Thermal Sciences 50 (6), 942-953, 2011",International Journal of Thermal Sciences,50,6,942-953
Experimental and numerical study of mixed convection heat and mass transfer in a vertical channel with film evaporation,S Harmand,2011,"International Journal of Thermal Sciences 50 (6), 942-953, 2011",International Journal of Thermal Sciences,50,6,942-953
Experimental and numerical study of mixed convection heat and mass transfer in a vertical channel with film evaporation,JP Corriou,2011,"International Journal of Thermal Sciences 50 (6), 942-953, 2011",International Journal of Thermal Sciences,50,6,942-953
Thermal performance assessment of passive techniques integrated into a residential building in semi-arid climate,H Mastouri,2017,"Energy and Buildings 143, 1-16, 2017",Energy and Buildings,143,,1-16
Thermal performance assessment of passive techniques integrated into a residential building in semi-arid climate,B Benhamou,2017,"Energy and Buildings 143, 1-16, 2017",Energy and Buildings,143,,1-16
Thermal performance assessment of passive techniques integrated into a residential building in semi-arid climate,H Hamdi,2017,"Energy and Buildings 143, 1-16, 2017",Energy and Buildings,143,,1-16
Thermal performance assessment of passive techniques integrated into a residential building in semi-arid climate,E Mouyal,2017,"Energy and Buildings 143, 1-16, 2017",Energy and Buildings,143,,1-16
Thermal performance assessment of passive techniques integrated into a residential building in semi-arid climate,Brahim Benhamou,2017,"Energy and Buildings 143, 1-16, 2017",Energy and Buildings,143,,1-16
Stability and thermal conductivity enhancement of aqueous nanofluid based on surfactant-modified TiO2,M Ouikhalfan,2019,"Journal of Dispersion Science and Technology, 2019","Journal of Dispersion Science and Technology,",,,
Stability and thermal conductivity enhancement of aqueous nanofluid based on surfactant-modified TiO2,A Labihi,2019,"Journal of Dispersion Science and Technology, 2019","Journal of Dispersion Science and Technology,",,,
Stability and thermal conductivity enhancement of aqueous nanofluid based on surfactant-modified TiO2,M Belaqziz,2019,"Journal of Dispersion Science and Technology, 2019","Journal of Dispersion Science and Technology,",,,
Stability and thermal conductivity enhancement of aqueous nanofluid based on surfactant-modified TiO2,H Chehouani,2019,"Journal of Dispersion Science and Technology, 2019","Journal of Dispersion Science and Technology,",,,
Stability and thermal conductivity enhancement of aqueous nanofluid based on surfactant-modified TiO2,B Benhamou,2019,"Journal of Dispersion Science and Technology, 2019","Journal of Dispersion Science and Technology,",,,
Stability and thermal conductivity enhancement of aqueous nanofluid based on surfactant-modified TiO2,A Sarı,2019,"Journal of Dispersion Science and Technology, 2019","Journal of Dispersion Science and Technology,",,,
Preparation and characterization of nano‐enhanced myristic acid using metal oxide nanoparticles for thermal energy storage,M Ouikhalfan,2019,"International journal of energy research 43 (14), 8592-8607, 2019",International journal of energy research,43,14,8592-8607
Preparation and characterization of nano‐enhanced myristic acid using metal oxide nanoparticles for thermal energy storage,A Sari,2019,"International journal of energy research 43 (14), 8592-8607, 2019",International journal of energy research,43,14,8592-8607
Preparation and characterization of nano‐enhanced myristic acid using metal oxide nanoparticles for thermal energy storage,H Chehouani,2019,"International journal of energy research 43 (14), 8592-8607, 2019",International journal of energy research,43,14,8592-8607
Preparation and characterization of nano‐enhanced myristic acid using metal oxide nanoparticles for thermal energy storage,B Benhamou,2019,"International journal of energy research 43 (14), 8592-8607, 2019",International journal of energy research,43,14,8592-8607
Preparation and characterization of nano‐enhanced myristic acid using metal oxide nanoparticles for thermal energy storage,A Bicer,2019,"International journal of energy research 43 (14), 8592-8607, 2019",International journal of energy research,43,14,8592-8607
Preparation and characterization of nano‐enhanced myristic acid using metal oxide nanoparticles for thermal energy storage,Brahim Benhamou,2019,"International journal of energy research 43 (14), 8592-8607, 2019",International journal of energy research,43,14,8592-8607
Energy performances of a passive building in Marrakech: parametric study,B Benhamou,2013,"Energy procedia 42, 624-632, 2013",Energy procedia,42,,624-632
Energy performances of a passive building in Marrakech: parametric study,A Bennouna,2013,"Energy procedia 42, 624-632, 2013",Energy procedia,42,,624-632
Energy performances of a passive building in Marrakech: parametric study,Brahim Benhamou,2013,"Energy procedia 42, 624-632, 2013",Energy procedia,42,,624-632
Experimental assessment of thermal performance of three passive cooling techniques for roofs in a semi-arid climate,S Kachkouch,2018,"Energy and Buildings 164, 153-164, 2018",Energy and Buildings,164,,153-164
Experimental assessment of thermal performance of three passive cooling techniques for roofs in a semi-arid climate,F Ait-Nouh,2018,"Energy and Buildings 164, 153-164, 2018",Energy and Buildings,164,,153-164
Experimental assessment of thermal performance of three passive cooling techniques for roofs in a semi-arid climate,B Benhamou,2018,"Energy and Buildings 164, 153-164, 2018",Energy and Buildings,164,,153-164
Experimental assessment of thermal performance of three passive cooling techniques for roofs in a semi-arid climate,K Limam,2018,"Energy and Buildings 164, 153-164, 2018",Energy and Buildings,164,,153-164
Experimental assessment of thermal performance of three passive cooling techniques for roofs in a semi-arid climate,Brahim Benhamou,2018,"Energy and Buildings 164, 153-164, 2018",Energy and Buildings,164,,153-164
Flow reversal in combined laminar mixed convection heat and mass transfer with phase change in a vertical channel,O Oulaid,2010,"International journal of heat and fluid flow 31 (4), 711-721, 2010",International journal of heat and fluid flow,31,4,711-721
Flow reversal in combined laminar mixed convection heat and mass transfer with phase change in a vertical channel,B Benhamou,2010,"International journal of heat and fluid flow 31 (4), 711-721, 2010",International journal of heat and fluid flow,31,4,711-721
Flow reversal in combined laminar mixed convection heat and mass transfer with phase change in a vertical channel,N Galanis,2010,"International journal of heat and fluid flow 31 (4), 711-721, 2010",International journal of heat and fluid flow,31,4,711-721
Flow reversal in combined laminar mixed convection heat and mass transfer with phase change in a vertical channel,Brahim Benhamou,2010,"International journal of heat and fluid flow 31 (4), 711-721, 2010",International journal of heat and fluid flow,31,4,711-721
Thermal characterization of a Tunisian gypsum plaster as construction material,MB Mansour,2013,"Energy Procedia 42, 680-688, 2013",Energy Procedia,42,,680-688
Thermal characterization of a Tunisian gypsum plaster as construction material,CA Soukaina,2013,"Energy Procedia 42, 680-688, 2013",Energy Procedia,42,,680-688
Thermal characterization of a Tunisian gypsum plaster as construction material,B Benhamou,2013,"Energy Procedia 42, 680-688, 2013",Energy Procedia,42,,680-688
